SEASON,PLAYER_NAME,TEAM_ABBREVIATION,PLAYER_ID,TEAM_ID,GP,MIN,PTS,REB,AST,STL,BLK,OFF_RATING,DEF_RATING,TS_PCT,USG_PCT,PIE,WS,PER,ALL_NBA,ALL_NBA_TM
2022-23,Jake LaRavia,MEM,1631222,1610612763,35,414.29,3.0,1.8,0.6,0.34,0.11,106.4,113.9,0.531,0.117,0.04,-0.41,9.13,0,0
2022-23,Jakob Poeltl,TOR,1627751,1610612761,72,1906.12,12.46,9.07,2.74,0.92,1.19,112.4,115.5,0.635,0.18,0.13,5.65,18.75,0,0
2022-23,Jalen Brunson,NYK,1628973,1610612752,68,2378.67,24.01,3.54,6.19,0.9,0.22,119.2,117.1,0.597,0.266,0.138,-0.09,22.89,0,0
2022-23,Jalen Duren,DET,1631105,1610612765,67,1670.14,9.13,8.88,1.12,0.66,0.88,108.0,116.2,0.655,0.139,0.116,3.86,14.88,0,0
2022-23,Jalen Green,HOU,1630224,1610612745,76,2602.16,22.14,3.74,3.7,0.78,0.24,111.2,120.0,0.538,0.274,0.096,-13.22,19.36,0,0
2022-23,Jalen Johnson,ATL,1630552,1610612737,70,1041.6,5.64,4.03,1.19,0.54,0.49,111.1,110.8,0.554,0.156,0.099,1.76,15.74,0,0
2022-23,Jalen McDaniels,PHI,1629667,1610612755,80,1912.85,9.44,4.32,1.62,1.04,0.42,110.5,113.9,0.557,0.165,0.08,-1.66,14.74,0,0
2022-23,Jalen Smith,IND,1630188,1610612754,68,1278.82,9.44,5.79,0.97,0.31,0.88,111.4,115.3,0.565,0.201,0.099,0.73,16.59,0,0
2022-23,Jalen Suggs,ORL,1630591,1610612753,53,1245.86,9.89,3.04,2.92,1.26,0.51,109.7,111.0,0.528,0.196,0.077,1.2,14.45,0,0
2022-23,Jalen Williams,OKC,1631114,1610612760,75,2275.59,14.08,4.49,3.31,1.37,0.47,111.6,112.6,0.601,0.18,0.102,2.52,16.2,0,0
2022-23,Jamal Cain,MIA,1631288,1610612748,18,240.05,5.44,2.89,0.67,0.61,0.06,108.0,102.5,0.647,0.139,0.114,1.94,16.51,0,0
2022-23,Jamal Murray,DEN,1627750,1610612743,65,2133.39,19.97,3.95,6.15,1.02,0.25,118.9,112.5,0.571,0.256,0.121,3.03,20.67,0,0
2022-23,Jamaree Bouyea,WAS,1631123,1610612764,5,70.54,3.0,1.2,0.8,0.8,0.4,106.5,119.7,0.504,0.12,0.039,-0.41,8.01,0,0
2022-23,James Bouknight,CHA,1630547,1610612766,34,515.47,5.62,2.12,1.21,0.41,0.15,102.6,110.9,0.463,0.192,0.05,-0.94,12.11,0,0
2022-23,James Harden,PHI,201935,1610612755,58,2135.0,20.97,6.1,10.66,1.22,0.53,119.4,113.3,0.607,0.247,0.159,8.05,22.76,0,0
2022-23,James Johnson,IND,201949,1610612754,18,162.36,2.83,1.67,0.83,0.39,0.33,102.8,103.9,0.486,0.152,0.055,0.59,11.44,0,0
2022-23,James Wiseman,DET,1630164,1610612765,45,867.19,10.0,5.93,0.67,0.16,0.6,104.7,121.9,0.589,0.212,0.104,-3.19,16.67,0,0
2022-23,Jared Butler,OKC,1630215,1610612760,6,76.53,6.17,0.67,1.33,0.83,0.0,106.2,103.6,0.578,0.208,0.085,0.31,15.44,0,0
2022-23,Jared Rhoden,DET,1631197,1610612765,14,197.87,3.21,2.64,0.29,0.29,0.07,114.9,110.6,0.482,0.106,0.041,0.24,9.17,0,0
2022-23,Jaren Jackson Jr.,MEM,1628991,1610612763,63,1787.5,18.62,6.76,0.95,1.03,3.0,116.4,106.6,0.613,0.243,0.125,7.66,20.52,0,0
2022-23,Jarred Vanderbilt,LAL,1629020,1610612747,78,1879.74,7.94,7.46,2.36,1.06,0.27,114.7,116.2,0.604,0.136,0.105,2.0,15.02,0,0
2022-23,Jarrell Brantley,UTA,1629714,1610612762,4,38.95,5.5,1.5,0.75,0.0,0.5,111.1,94.9,0.739,0.172,0.134,0.45,17.94,0,0
2022-23,Jarrett Allen,CLE,1628386,1610612739,68,2220.11,14.25,9.79,1.66,0.79,1.24,116.5,108.8,0.67,0.162,0.134,13.44,17.49,0,0
2022-23,Jarrett Culver,ATL,1629633,1610612737,10,136.88,4.4,3.8,0.6,0.6,0.2,108.5,114.1,0.452,0.164,0.068,-0.14,12.61,0,0
2022-23,Jason Preston,LAC,1630554,1610612746,14,123.77,2.93,1.57,1.93,0.14,0.0,110.0,111.6,0.489,0.166,0.094,0.04,14.25,0,0
2022-23,Javonte Green,CHI,1629750,1610612741,32,480.26,5.16,2.75,0.72,0.75,0.66,112.4,106.5,0.646,0.128,0.082,2.43,13.24,0,0
2022-23,Jaxson Hayes,NOP,1629637,1610612740,47,610.06,4.96,2.81,0.72,0.43,0.4,103.4,108.8,0.605,0.149,0.09,2.21,13.64,0,0
2022-23,Jay Huff,WAS,1630643,1610612764,7,94.93,7.29,3.0,1.43,0.43,0.57,117.5,118.5,0.796,0.155,0.116,0.17,19.24,0,0
2022-23,Jay Scrubb,ORL,1630206,1610612753,2,30.12,6.5,3.0,0.5,1.0,0.0,98.5,127.0,0.825,0.151,0.104,-0.28,14.49,0,0
2022-23,Jaylen Brown,BOS,1627759,1610612738,67,2404.92,26.63,6.85,3.46,1.12,0.39,116.6,111.2,0.581,0.307,0.132,2.34,22.46,1,2nd
2022-23,Jaylen Nowell,MIN,1629669,1610612750,65,1251.7,10.83,2.62,2.03,0.65,0.08,111.2,111.3,0.527,0.238,0.095,0.17,17.72,0,0
2022-23,Jaylin Williams,OKC,1631119,1610612760,49,914.16,5.88,4.92,1.55,0.57,0.24,111.1,115.7,0.559,0.133,0.08,-0.89,13.5,0,0
2022-23,Jayson Tatum,BOS,1628369,1610612738,74,2732.2,30.07,8.77,4.62,1.05,0.69,119.2,110.8,0.607,0.319,0.167,8.76,26.16,1,1st
2022-23,Jeff Dowtin Jr.,TOR,1630288,1610612761,25,258.7,2.44,0.92,1.24,0.36,0.12,112.7,113.3,0.5,0.106,0.067,-0.05,10.95,0,0
2022-23,Jeff Green,DEN,201145,1610612743,56,1091.12,7.8,2.57,1.23,0.32,0.3,107.1,115.0,0.576,0.167,0.071,-1.32,12.67,0,0
2022-23,Jerami Grant,POR,203924,1610612757,63,2245.52,20.48,4.49,2.38,0.81,0.84,116.1,117.3,0.606,0.227,0.099,-5.07,17.76,0,0
2022-23,Jeremiah Robinson-Earl,OKC,1630526,1610612760,43,813.71,6.79,4.19,1.0,0.56,0.26,112.9,113.8,0.548,0.143,0.076,1.25,13.62,0,0
2022-23,Jeremy Sochan,SAS,1631110,1610612759,56,1457.7,10.96,5.27,2.54,0.77,0.41,110.6,117.6,0.509,0.195,0.074,-4.04,13.85,0,0
2022-23,Jericho Sims,NYK,1630579,1610612752,52,812.4,3.42,4.65,0.48,0.29,0.54,108.1,114.9,0.78,0.074,0.086,2.48,10.8,0,0
2022-23,Jevon Carter,MIL,1628975,1610612749,81,1811.75,8.04,2.49,2.43,0.81,0.36,109.2,107.2,0.56,0.149,0.073,4.94,13.23,0,0
2022-23,Jimmy Butler,MIA,202710,1610612748,64,2138.02,22.91,5.86,5.31,1.83,0.33,114.9,113.7,0.647,0.248,0.177,10.98,24.97,1,2nd
2022-23,Jock Landale,PHX,1629111,1610612756,69,978.5,6.61,4.06,0.99,0.23,0.43,113.0,105.1,0.595,0.182,0.106,7.53,15.5,0,0
2022-23,Joe Harris,BKN,203925,1610612751,74,1527.18,7.59,2.22,1.36,0.46,0.18,112.1,113.2,0.621,0.141,0.067,-0.8,12.95,0,0
2022-23,Joe Ingles,MIL,204060,1610612749,46,1043.5,6.89,2.78,3.26,0.72,0.13,114.9,112.4,0.616,0.122,0.076,0.45,12.74,0,0
2022-23,Joe Wieskamp,TOR,1630580,1610612761,9,49.66,1.0,0.44,0.33,0.0,0.0,93.5,92.5,0.321,0.115,0.006,0.36,7.26,0,0
2022-23,Joel Embiid,PHI,203954,1610612755,66,2284.11,33.08,10.15,4.15,1.0,1.7,119.0,110.2,0.655,0.37,0.213,13.1,30.04,1,1st
2022-23,John Butler Jr.,POR,1631219,1610612757,19,221.1,2.37,0.89,0.58,0.37,0.47,100.6,116.7,0.411,0.102,0.024,-0.87,8.32,0,0
2022-23,John Collins,ATL,1628381,1610612737,71,2129.65,13.11,6.51,1.2,0.59,1.03,115.0,115.2,0.593,0.168,0.086,-2.94,15.2,0,0
2022-23,John Konchar,MEM,1629723,1610612763,72,1493.81,5.06,4.31,1.39,1.07,0.35,114.6,107.5,0.542,0.1,0.079,4.75,12.51,0,0
2022-23,John Wall,LAC,202322,1610612746,34,754.73,11.35,2.71,5.24,0.79,0.35,105.0,111.6,0.497,0.259,0.102,0.14,17.81,0,0
2022-23,Johnny Davis,WAS,1631098,1610612764,28,422.58,5.82,2.32,1.0,0.36,0.29,101.7,107.9,0.446,0.192,0.051,0.09,12.86,0,0
2022-23,Johnny Juzang,UTA,1630548,1610612762,18,232.25,4.83,2.17,0.44,0.22,0.17,97.8,115.6,0.411,0.187,0.049,-1.0,13.19,0,0
2022-23,Jonas Valanciunas,NOP,202685,1610612740,79,1968.24,14.11,10.18,1.77,0.25,0.66,112.8,113.5,0.61,0.229,0.14,5.49,19.36,0,0
2022-23,Jonathan Isaac,ORL,1628371,1610612753,11,124.04,5.0,4.0,0.55,1.27,0.36,102.0,107.7,0.483,0.198,0.153,0.62,20.51,0,0
2022-23,Jonathan Kuminga,GSW,1630228,1610612744,67,1394.42,9.94,3.45,1.87,0.61,0.46,111.7,113.0,0.597,0.195,0.085,0.44,14.3,0,0
2022-23,Jordan Clarkson,UTA,203903,1610612762,61,1988.3,20.84,4.03,4.43,0.54,0.21,117.4,116.6,0.558,0.273,0.102,-4.41,18.43,0,0
2022-23,Jordan Goodwin,WAS,1630692,1610612764,62,1105.42,6.56,3.31,2.71,0.94,0.42,107.1,111.7,0.531,0.165,0.102,2.27,15.81,0,0
2022-23,Jordan Hall,SAS,1631160,1610612759,9,82.66,3.11,1.33,1.22,0.11,0.0,94.9,108.0,0.438,0.197,0.054,0.07,10.62,0,0
2022-23,Jordan McLaughlin,MIN,1629162,1610612750,43,678.49,3.74,1.44,3.44,0.74,0.09,111.7,105.9,0.526,0.112,0.086,3.53,12.32,0,0
2022-23,Jordan Nwora,IND,1629670,1610612754,62,1188.08,8.74,3.69,1.42,0.39,0.23,107.0,117.2,0.561,0.187,0.089,-3.19,15.18,0,0
2022-23,Jordan Poole,GSW,1629673,1610612744,82,2458.09,20.43,2.74,4.5,0.77,0.26,111.0,111.8,0.573,0.282,0.104,0.74,18.77,0,0
2022-23,Jordan Schakel,WAS,1630648,1610612764,2,6.23,1.5,0.0,0.5,0.5,0.0,133.3,83.3,0.75,0.154,0.118,0.12,20.86,0,0
2022-23,Jose Alvarado,NOP,1630631,1610612740,61,1309.98,9.02,2.31,3.05,1.1,0.16,112.1,108.4,0.525,0.191,0.079,2.37,15.06,0,0
2022-23,Josh Christopher,HOU,1630528,1610612745,64,786.22,5.81,1.11,1.14,0.52,0.23,105.4,119.3,0.523,0.215,0.073,-4.24,14.27,0,0
2022-23,Josh Giddey,OKC,1630581,1610612760,76,2367.27,16.58,7.88,6.17,0.75,0.41,111.8,114.0,0.533,0.239,0.131,3.16,19.26,0,0
2022-23,Josh Green,DAL,1630182,1610612742,60,1539.23,9.1,3.03,1.72,0.7,0.08,115.3,112.8,0.645,0.14,0.067,1.35,11.88,0,0
2022-23,Josh Hart,NYK,1628404,1610612752,76,2454.02,9.78,7.8,3.82,1.16,0.28,119.4,113.5,0.622,0.124,0.101,4.8,14.72,0,0
2022-23,Josh Minott,MIN,1631169,1610612750,15,96.22,3.07,1.67,0.33,0.27,0.4,116.3,105.9,0.582,0.176,0.106,0.49,18.15,0,0
2022-23,Josh Okogie,PHX,1629006,1610612756,72,1350.59,7.35,3.49,1.46,0.78,0.47,112.9,108.0,0.531,0.174,0.078,5.64,14.0,0,0
2022-23,Josh Richardson,NOP,1626196,1610612740,65,1529.6,10.06,2.69,2.68,1.06,0.31,108.4,113.6,0.555,0.18,0.083,-1.19,15.03,0,0
2022-23,Joshua Primo,SAS,1630563,1610612759,4,93.36,7.0,3.25,4.5,0.25,0.5,112.7,111.0,0.467,0.173,0.053,-0.06,10.17,0,0
2022-23,Jrue Holiday,MIL,201950,1610612749,67,2182.54,19.25,5.09,7.39,1.18,0.37,117.0,107.9,0.586,0.244,0.135,11.44,20.81,0,0
2022-23,Juan Toscano-Anderson,UTA,1629308,1610612762,52,700.06,2.98,2.38,1.25,0.31,0.19,103.8,113.7,0.505,0.109,0.053,-0.46,9.47,0,0
2022-23,Juancho Hernangomez,TOR,1627823,1610612761,42,613.5,2.9,2.93,0.6,0.38,0.14,114.3,113.8,0.504,0.092,0.056,-0.52,9.95,0,0
2022-23,Julian Champagnie,SAS,1630577,1610612759,17,320.14,9.71,3.53,0.59,0.35,0.29,108.2,118.8,0.6,0.181,0.086,-1.23,16.53,0,0
2022-23,Julius Randle,NYK,203944,1610612752,77,2737.25,25.14,9.96,4.1,0.64,0.27,118.1,115.4,0.581,0.288,0.148,1.08,23.36,1,3rd
2022-23,Justin Champagnie,BOS,1630551,1610612738,5,34.28,2.2,1.6,0.8,0.2,0.0,117.4,126.9,0.367,0.188,0.061,-0.24,14.31,0,0
2022-23,Justin Holiday,DAL,203200,1610612742,46,706.11,4.46,1.2,0.89,0.41,0.41,104.8,113.9,0.494,0.132,0.037,-1.77,10.24,0,0
2022-23,Justin Jackson,BOS,1628382,1610612738,23,107.42,0.87,0.74,0.39,0.17,0.17,83.0,111.3,0.359,0.122,0.052,-0.12,10.61,0,0
2022-23,Justin Minaya,POR,1631303,1610612757,4,88.85,4.25,3.75,1.0,0.5,1.25,108.2,120.2,0.363,0.123,0.022,-0.6,7.88,0,0
2022-23,Justise Winslow,POR,1626159,1610612757,29,775.79,6.76,5.0,3.38,1.03,0.38,109.8,112.3,0.466,0.139,0.063,0.91,11.07,0,0
2022-23,Jusuf Nurkic,POR,203994,1610612757,52,1391.42,13.35,9.06,2.87,0.83,0.85,114.6,114.3,0.589,0.218,0.119,1.85,18.11,0,0
2022-23,KJ Martin,HOU,1630231,1610612745,82,2292.16,12.67,5.51,1.5,0.5,0.37,110.6,118.7,0.635,0.16,0.102,-4.77,15.68,0,0
2022-23,KZ Okpala,SAC,1629644,1610612758,35,248.02,1.31,0.97,0.37,0.2,0.2,106.4,105.0,0.554,0.081,0.031,1.02,7.65,0,0
2022-23,Kai Jones,CHA,1630539,1610612766,46,549.63,3.41,2.67,0.33,0.37,0.65,105.3,108.4,0.597,0.121,0.073,1.56,10.5,0,0
2022-23,Karl-Anthony Towns,MIN,1626157,1610612750,29,957.05,20.76,8.14,4.83,0.69,0.59,111.2,109.4,0.618,0.25,0.138,3.71,20.5,0,0
2022-23,Kawhi Leonard,LAC,202695,1610612746,52,1747.49,23.83,6.5,3.92,1.38,0.54,118.2,112.1,0.623,0.267,0.159,4.56,24.55,0,0
2022-23,Keegan Murray,SAC,1631099,1610612758,80,2381.67,12.2,4.64,1.23,0.76,0.52,118.8,117.1,0.597,0.156,0.073,-5.66,14.16,0,0
2022-23,Keita Bates-Diop,SAS,1628966,1610612759,67,1452.59,9.66,3.69,1.54,0.69,0.3,108.1,116.6,0.609,0.165,0.099,-1.95,15.53,0,0
2022-23,Keldon Johnson,SAS,1629640,1610612759,63,2063.33,21.98,5.05,2.9,0.73,0.17,110.2,121.4,0.551,0.273,0.103,-12.05,19.51,0,0
2022-23,Kelly Olynyk,UTA,203482,1610612762,68,1941.59,12.46,6.18,3.71,0.88,0.54,116.4,116.0,0.643,0.176,0.1,-0.93,15.63,0,0
2022-23,Kelly Oubre Jr.,CHA,1626162,1610612766,48,1547.51,20.25,5.19,1.12,1.42,0.38,107.6,115.3,0.534,0.257,0.094,-3.89,18.82,0,0
2022-23,Kemba Walker,DAL,202689,1610612742,9,143.9,8.0,1.78,2.11,0.22,0.22,110.5,112.4,0.543,0.215,0.103,0.22,17.66,0,0
2022-23,Kendall Brown,IND,1631112,1610612754,6,40.3,1.5,1.0,0.5,0.67,0.0,107.2,99.0,0.571,0.093,0.04,0.33,9.46,0,0
