SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PACE_PER40,POSS,PIE
1996-97,1610612737,Atlanta Hawks,82,56,26,0.683,3961.0,2812,6307,0.446,659,1833,0.36,1491,1955,0.763,1021,2350,3371,1557,1228.0,701,427,332,1591,5,7774,446.0,106.4,100.3,6.2,0.554,1.27,15.5,0.334,0.67,0.505,0.168,0.498,0.542,88.54,73.78,7304,0.539
1996-97,1610612738,Boston Celtics,82,15,67,0.183,3981.0,3066,6967,0.44,467,1331,0.351,1649,2199,0.75,1094,2188,3282,1792,1342.0,811,315,557,1915,9,8248,-601.0,102.9,110.1,-7.2,0.584,1.34,16.1,0.329,0.658,0.482,0.167,0.474,0.52,96.78,80.65,8014,0.434
1996-97,1610612766,Charlotte Hornets,82,54,28,0.659,3960.8333333333335,2988,6342,0.471,591,1382,0.428,1541,1984,0.777,910,2298,3208,2021,1203.0,597,349,335,1702,15,8108,153.0,109.1,107.1,2.1,0.676,1.68,19.2,0.316,0.661,0.495,0.162,0.518,0.562,90.04,75.03,7429,0.528
1996-97,1610612741,Chicago Bulls,82,69,13,0.841,3945.8333333333335,3277,6923,0.473,523,1403,0.373,1381,1848,0.747,1235,2461,3696,2142,1109.0,717,332,286,1617,17,8458,886.0,112.4,100.7,11.8,0.654,1.93,19.4,0.374,0.67,0.524,0.147,0.511,0.547,91.5,76.25,7522,0.586
1996-97,1610612739,Cleveland Cavaliers,82,42,40,0.512,3971.0,2704,5972,0.453,483,1284,0.376,1282,1773,0.723,909,2159,3068,1714,1188.0,657,315,350,1882,20,7173,151.0,102.7,100.8,1.9,0.634,1.44,17.5,0.322,0.681,0.499,0.17,0.493,0.531,84.31,70.25,6983,0.512
1996-97,1610612742,Dallas Mavericks,82,24,58,0.293,3960.97,2812,6451,0.436,429,1315,0.326,1375,1918,0.717,1039,2263,3302,1662,1323.0,654,351,433,1798,15,7428,-522.0,99.5,106.0,-6.5,0.591,1.26,16.0,0.332,0.65,0.488,0.177,0.469,0.509,90.65,75.54,7464,0.448
1996-97,1610612743,Denver Nuggets,82,21,61,0.256,3986.0,2934,6687,0.439,636,1711,0.372,1516,1992,0.761,994,2452,3446,1889,1359.0,504,487,453,1784,19,8020,-515.0,103.1,109.7,-6.6,0.644,1.39,17.4,0.324,0.666,0.496,0.175,0.486,0.53,93.67,78.06,7776,0.461
1996-97,1610612765,Detroit Pistons,82,54,28,0.659,3966.0,2827,6095,0.464,582,1499,0.388,1487,1995,0.745,858,2292,3150,1554,1042.0,633,283,281,1651,15,7723,430.0,108.5,102.6,5.9,0.55,1.49,16.1,0.302,0.675,0.492,0.146,0.512,0.554,86.09,71.74,7120,0.53
1996-97,1610612744,Golden State Warriors,82,30,52,0.366,3980.681666666667,2996,6566,0.456,481,1363,0.353,1696,2180,0.778,1086,2258,3344,1821,1410.0,612,359,395,1787,5,8169,-388.0,105.3,110.3,-5.0,0.608,1.29,16.8,0.347,0.648,0.497,0.182,0.493,0.543,93.58,77.98,7761,0.464
1996-97,1610612745,Houston Rockets,82,57,25,0.695,3970.908333333333,3037,6484,0.468,671,1839,0.365,1503,1992,0.755,927,2565,3492,2013,1365.0,688,347,365,1610,15,8248,367.0,107.5,102.8,4.7,0.663,1.47,18.7,0.318,0.692,0.514,0.178,0.52,0.56,92.73,77.27,7674,0.536
1996-97,1610612754,Indiana Pacers,82,39,43,0.476,3986.0,2851,6254,0.456,430,1130,0.381,1687,2336,0.722,1029,2390,3419,1750,1338.0,585,394,418,1977,28,7819,80.0,104.2,102.9,1.3,0.614,1.31,16.8,0.338,0.668,0.506,0.178,0.49,0.537,90.44,75.37,7501,0.504
1996-97,1610612746,Los Angeles Clippers,82,36,46,0.439,3986.0,2989,6696,0.446,474,1339,0.354,1517,2074,0.731,1092,2242,3334,1662,1311.0,733,441,419,1964,10,7969,-193.0,103.5,106.2,-2.8,0.556,1.27,15.6,0.339,0.654,0.492,0.17,0.482,0.524,92.65,77.21,7703,0.475
1996-97,1610612747,Los Angeles Lakers,82,56,26,0.683,3986.0,3018,6642,0.454,551,1500,0.367,1613,2330,0.692,1092,2414,3506,1844,1222.0,740,575,388,1818,9,8200,350.0,106.4,102.3,4.2,0.611,1.51,17.0,0.343,0.658,0.501,0.159,0.496,0.535,92.61,77.18,7705,0.53
1996-97,1610612748,Miami Heat,82,61,21,0.744,3961.0,2822,6235,0.453,678,1865,0.364,1454,2022,0.719,957,2401,3358,1735,1306.0,651,439,392,1919,21,7776,450.0,105.2,99.2,6.0,0.615,1.33,16.9,0.324,0.678,0.504,0.177,0.507,0.546,89.54,74.62,7393,0.536
1996-97,1610612749,Milwaukee Bucks,82,33,49,0.402,3946.0,2967,6303,0.471,324,920,0.352,1560,2104,0.741,955,2263,3218,1610,1285.0,634,348,392,1892,11,7818,-155.0,104.7,106.7,-2.0,0.543,1.25,15.8,0.329,0.669,0.501,0.172,0.496,0.541,90.85,75.71,7465,0.477
1996-97,1610612750,Minnesota Timberwolves,82,40,42,0.488,3956.0,2937,6436,0.456,371,1093,0.339,1637,2180,0.751,957,2302,3259,1874,1243.0,618,557,444,1818,13,7882,-121.0,103.9,105.5,-1.7,0.638,1.51,17.7,0.323,0.649,0.488,0.164,0.485,0.533,92.04,76.7,7588,0.501
1996-97,1610612751,New Jersey Nets,82,26,56,0.317,3956.0,2994,7091,0.422,484,1371,0.353,1502,2031,0.74,1410,2376,3786,1726,1290.0,678,481,516,1865,14,7974,-374.0,102.4,107.2,-4.8,0.576,1.34,15.5,0.376,0.669,0.513,0.166,0.456,0.499,94.47,78.72,7785,0.457
1996-97,1610612752,New York Knicks,82,57,25,0.695,3971.0,2882,6227,0.463,470,1294,0.363,1585,2119,0.748,973,2516,3489,1809,1462.0,630,378,295,2033,14,7819,256.0,102.9,99.5,3.4,0.628,1.24,17.2,0.323,0.7,0.519,0.192,0.501,0.546,91.84,76.53,7598,0.537
1996-97,1610612753,Orlando Magic,82,45,37,0.549,3971.0,2839,6497,0.437,567,1662,0.341,1474,1975,0.746,1071,2221,3292,1689,1250.0,697,362,417,1643,9,7719,-29.0,103.8,104.2,-0.5,0.595,1.35,16.3,0.336,0.651,0.49,0.168,0.481,0.524,89.88,74.9,7438,0.486
1996-97,1610612755,Philadelphia 76ers,82,22,60,0.268,3955.908333333333,3003,6850,0.438,433,1356,0.319,1776,2450,0.725,1267,2355,3622,1695,1437.0,683,394,494,1733,8,8215,-536.0,102.6,109.5,-6.9,0.564,1.18,15.2,0.359,0.654,0.504,0.179,0.47,0.518,97.05,80.88,8006,0.453
1996-97,1610612756,Phoenix Suns,82,40,42,0.488,3971.0,3143,6705,0.469,527,1428,0.369,1618,2125,0.761,916,2376,3292,2067,1180.0,664,322,372,1727,9,8431,54.0,108.0,107.1,0.9,0.658,1.75,18.9,0.297,0.663,0.482,0.151,0.508,0.552,94.46,78.72,7808,0.509
1996-97,1610612757,Portland Trail Blazers,82,49,33,0.598,3971.0,3000,6465,0.464,501,1401,0.358,1613,2261,0.713,1058,2494,3552,1709,1357.0,640,434,428,1928,15,8114,342.0,106.3,102.1,4.2,0.57,1.26,16.1,0.358,0.691,0.527,0.178,0.503,0.544,92.17,76.81,7635,0.527
1996-97,1610612758,Sacramento Kings,82,34,48,0.415,3962.487333333333,3000,6611,0.454,414,1058,0.391,1494,2067,0.723,1100,2307,3407,1799,1328.0,588,362,429,1923,31,7908,-321.2,102.7,107.0,-4.3,0.598,1.34,16.8,0.348,0.661,0.502,0.174,0.485,0.526,92.68,77.23,7654,0.47
1996-97,1610612759,San Antonio Spurs,82,20,62,0.244,3946.0,2827,6391,0.442,378,1180,0.32,1386,1929,0.719,1101,2129,3230,1661,1243.0,646,431,448,1764,13,7418,-646.0,102.1,110.8,-8.8,0.588,1.34,16.3,0.344,0.643,0.49,0.171,0.472,0.512,88.45,73.71,7268,0.44
1996-97,1610612760,Seattle SuperSonics,82,57,25,0.695,3955.651666666666,2994,6413,0.467,559,1583,0.353,1725,2295,0.752,1010,2270,3280,1929,1231.0,904,388,423,1802,14,8272,633.0,109.6,101.0,8.5,0.644,1.57,18.1,0.341,0.657,0.5,0.163,0.51,0.557,91.68,76.4,7549,0.562
1996-97,1610612761,Toronto Raptors,82,30,52,0.366,3966.0,2897,6632,0.437,589,1624,0.363,1446,2008,0.72,1135,2254,3389,1714,1347.0,723,517,442,1883,7,7829,-256.0,102.9,106.4,-3.5,0.592,1.27,16.1,0.35,0.657,0.498,0.177,0.481,0.521,92.03,76.69,7608,0.467
1996-97,1610612762,Utah Jazz,82,64,18,0.78,3966.0,3131,6216,0.504,334,902,0.37,1858,2416,0.769,889,2410,3299,2199,1259.0,748,418,373,1980,18,8454,721.0,112.4,102.6,9.8,0.702,1.75,20.4,0.328,0.687,0.518,0.167,0.531,0.581,91.1,75.92,7520,0.59
1996-97,1610612763,Vancouver Grizzlies,82,14,68,0.171,3956.0,2819,6453,0.437,445,1274,0.349,1230,1734,0.709,1023,2155,3178,1862,1302.0,658,464,461,1755,5,7313,-839.0,99.1,110.1,-11.0,0.661,1.43,17.9,0.325,0.618,0.469,0.176,0.471,0.507,89.7,74.75,7380,0.433
1996-97,1610612764,Washington Bullets,82,44,38,0.537,3971.0,3208,6678,0.48,331,1001,0.331,1400,1979,0.707,1011,2419,3430,1921,1290.0,715,402,334,1815,16,8147,133.0,105.2,103.7,1.5,0.599,1.49,17.7,0.326,0.676,0.503,0.167,0.505,0.54,93.52,77.93,7746,0.525
1997-98,1610612737,Atlanta Hawks,82,50,32,0.61,3975.9966666666655,2887,6352,0.455,337,1016,0.332,1749,2314,0.756,1106,2416,3522,1569,1214.0,648,491,372,1671,13,7860,288.0,106.5,102.5,4.0,0.543,1.29,15.3,0.356,0.669,0.518,0.165,0.481,0.533,89.1,74.25,7377,0.532
1997-98,1610612738,Boston Celtics,82,36,46,0.439,3946.0,3012,6934,0.434,415,1249,0.332,1425,1964,0.726,1196,2044,3240,1816,1330.0,987,366,406,2203,15,7864,-215.0,100.8,103.5,-2.7,0.603,1.37,16.5,0.352,0.642,0.484,0.171,0.464,0.504,94.9,79.08,7800,0.457
1997-98,1610612766,Charlotte Hornets,82,51,31,0.622,3956.0,2968,6344,0.468,346,904,0.383,1641,2186,0.751,985,2341,3326,1941,1247.0,691,312,372,1757,25,7923,164.0,105.5,103.3,2.2,0.654,1.56,18.3,0.326,0.691,0.51,0.166,0.495,0.542,91.13,75.95,7511,0.526
1997-98,1610612741,Chicago Bulls,82,62,20,0.756,3971.0,3064,6801,0.451,311,962,0.323,1492,2009,0.743,1243,2438,3681,1952,1178.0,695,353,356,1691,13,7931,583.0,106.2,98.4,7.8,0.637,1.66,18.0,0.381,0.676,0.527,0.158,0.473,0.516,90.3,75.25,7471,0.56
1997-98,1610612739,Cleveland Cavaliers,82,47,35,0.573,3966.0,2817,6207,0.454,298,801,0.372,1653,2187,0.756,955,2331,3286,1894,1422.0,814,419,455,1939,11,7585,224.0,100.3,97.5,2.8,0.672,1.33,17.8,0.33,0.678,0.508,0.188,0.478,0.529,91.43,76.19,7561,0.528
1997-98,1610612742,Dallas Mavericks,82,20,62,0.244,3980.693333333333,2882,6753,0.427,422,1183,0.357,1308,1738,0.753,1008,2280,3288,1535,1183.0,646,466,374,1643,13,7494,-501.0,98.9,105.2,-6.3,0.533,1.3,14.9,0.306,0.632,0.466,0.156,0.458,0.498,91.47,76.23,7575,0.446
1997-98,1610612743,Denver Nuggets,82,11,71,0.134,3945.885,2677,6411,0.418,288,893,0.323,1658,2147,0.772,1040,2157,3197,1547,1312.0,664,393,535,1937,16,7300,-966.0,97.4,110.6,-13.2,0.578,1.18,15.0,0.337,0.639,0.482,0.175,0.44,0.496,91.06,75.88,7496,0.407
1997-98,1610612765,Detroit Pistons,82,37,45,0.451,3990.885,2862,6373,0.449,293,938,0.312,1704,2288,0.745,1044,2338,3382,1597,1198.0,678,344,382,1805,13,7721,129.0,103.4,101.8,1.6,0.558,1.33,15.5,0.332,0.668,0.5,0.16,0.472,0.523,89.75,74.79,7468,0.505
1997-98,1610612744,Golden State Warriors,82,19,63,0.232,3966.0,2845,6883,0.413,189,696,0.272,1358,1912,0.71,1288,2473,3761,1708,1369.0,621,448,478,1859,8,7237,-748.0,93.9,103.5,-9.6,0.6,1.25,15.7,0.356,0.664,0.505,0.178,0.427,0.468,93.31,77.76,7707,0.423
1997-98,1610612745,Houston Rockets,82,41,41,0.5,3966.0,2946,6513,0.452,573,1670,0.343,1634,2120,0.771,987,2350,3337,1799,1298.0,686,294,365,1653,14,8099,-62.0,105.9,106.8,-0.9,0.611,1.39,16.9,0.324,0.672,0.499,0.17,0.496,0.544,92.52,77.1,7649,0.49
1997-98,1610612754,Indiana Pacers,82,58,24,0.707,3966.0,2921,6223,0.469,401,1029,0.39,1631,2136,0.764,874,2348,3222,1889,1168.0,645,368,366,1858,10,7874,499.0,106.3,99.5,6.8,0.647,1.62,18.3,0.305,0.657,0.49,0.158,0.502,0.55,89.69,74.75,7410,0.553
1997-98,1610612746,Los Angeles Clippers,82,17,65,0.207,3955.825,2930,6690,0.438,525,1468,0.358,1480,2047,0.723,1040,2276,3316,1533,1323.0,625,456,412,1827,9,7865,-604.0,101.8,109.6,-7.7,0.523,1.16,14.6,0.33,0.638,0.481,0.171,0.477,0.518,93.74,78.12,7723,0.437
1997-98,1610612747,Los Angeles Lakers,82,61,21,0.744,3965.9816666666666,3146,6536,0.481,497,1415,0.351,1863,2743,0.679,1079,2471,3550,2009,1256.0,734,556,423,1859,9,8652,635.0,110.4,102.3,8.1,0.639,1.6,18.1,0.339,0.656,0.503,0.16,0.519,0.559,94.85,79.04,7836,0.558
1997-98,1610612748,Miami Heat,82,55,27,0.671,3951.0,2850,6327,0.45,548,1544,0.355,1539,2082,0.739,1028,2419,3447,1758,1226.0,665,429,370,1982,14,7787,404.0,105.7,100.5,5.2,0.617,1.43,17.0,0.339,0.669,0.508,0.166,0.494,0.538,89.35,74.46,7367,0.535
1997-98,1610612749,Milwaukee Bucks,82,36,46,0.439,3985.971666666667,2918,6399,0.456,249,703,0.354,1663,2167,0.767,1035,2236,3271,1649,1383.0,733,357,398,1915,16,7748,-157.0,101.5,103.7,-2.2,0.565,1.19,15.7,0.34,0.664,0.501,0.181,0.475,0.527,91.9,76.58,7637,0.483
1997-98,1610612750,Minnesota Timberwolves,82,45,37,0.549,3985.983333333333,3157,6844,0.461,303,873,0.347,1673,2253,0.743,1063,2429,3492,2068,1138.0,639,427,412,1882,21,8290,58.0,106.4,105.5,0.8,0.655,1.82,18.6,0.333,0.657,0.497,0.146,0.483,0.529,93.89,78.24,7793,0.515
1997-98,1610612751,New Jersey Nets,82,43,39,0.524,3975.998333333333,3055,6928,0.441,310,937,0.331,1750,2351,0.744,1344,2137,3481,1685,1180.0,777,314,515,1917,21,8170,129.0,105.8,104.3,1.5,0.552,1.43,15.3,0.383,0.65,0.508,0.153,0.463,0.513,93.16,77.63,7723,0.497
1997-98,1610612752,New York Knicks,82,43,39,0.524,3966.0,2864,6413,0.447,382,1139,0.335,1399,1812,0.772,978,2434,3412,1787,1247.0,634,278,313,1947,21,7509,202.0,101.5,98.8,2.7,0.624,1.43,17.3,0.319,0.703,0.512,0.169,0.476,0.521,89.53,74.61,7398,0.517
1997-98,1610612753,Orlando Magic,82,41,41,0.5,3966.0,2771,6455,0.429,293,907,0.323,1552,2138,0.726,1178,2203,3381,1694,1258.0,649,441,388,1617,17,7387,-88.0,101.0,102.2,-1.2,0.611,1.35,16.3,0.37,0.646,0.505,0.172,0.452,0.499,88.51,73.76,7315,0.489
1997-98,1610612755,Philadelphia 76ers,82,31,51,0.378,3950.998333333333,2837,6409,0.443,243,810,0.3,1734,2352,0.737,1125,2294,3419,1729,1356.0,729,490,508,1878,8,7651,-196.0,101.1,103.3,-2.3,0.609,1.28,16.3,0.341,0.66,0.499,0.179,0.462,0.514,92.11,76.76,7570,0.478
1997-98,1610612756,Phoenix Suns,82,56,26,0.683,3990.998333333333,3138,6710,0.468,431,1211,0.356,1459,1948,0.749,991,2452,3443,2124,1236.0,756,429,323,1765,16,8166,425.0,106.3,100.6,5.6,0.677,1.72,19.3,0.321,0.664,0.497,0.161,0.5,0.54,92.47,77.06,7685,0.547
1997-98,1610612757,Portland Trail Blazers,82,46,36,0.561,3966.0,2885,6397,0.451,324,1047,0.309,1640,2226,0.737,1086,2522,3608,1766,1383.0,585,464,445,1859,14,7734,115.0,102.4,100.8,1.6,0.612,1.28,16.6,0.355,0.685,0.525,0.183,0.476,0.524,91.46,76.22,7555,0.512
1997-98,1610612758,Sacramento Kings,82,27,55,0.329,3946.0,2957,6684,0.442,283,806,0.351,1440,2096,0.687,1094,2304,3398,1836,1271.0,596,420,466,1810,4,7637,-458.0,99.1,105.0,-5.9,0.621,1.44,17.0,0.328,0.643,0.483,0.165,0.464,0.502,93.78,78.15,7709,0.458
1997-98,1610612759,San Antonio Spurs,82,56,26,0.683,3965.8416666666662,2898,6187,0.468,302,863,0.35,1489,2164,0.688,984,2638,3622,1839,1318.0,516,568,378,1731,13,7587,327.0,102.4,98.0,4.4,0.635,1.4,17.7,0.326,0.696,0.524,0.178,0.493,0.531,89.65,74.71,7407,0.551
1997-98,1610612760,Seattle SuperSonics,82,61,21,0.744,3951.0,3052,6459,0.473,621,1571,0.395,1521,2109,0.721,931,2225,3156,1986,1145.0,804,376,403,1812,17,8246,588.0,110.1,102.3,7.9,0.651,1.73,18.7,0.321,0.635,0.481,0.153,0.521,0.558,90.96,75.8,7487,0.544
1997-98,1610612761,Toronto Raptors,82,16,66,0.195,3986.0,2965,6813,0.435,372,1086,0.343,1479,2060,0.718,1187,2149,3336,1746,1371.0,769,663,514,1851,9,7781,-760.0,99.4,108.9,-9.5,0.589,1.27,16.0,0.339,0.602,0.466,0.175,0.462,0.504,94.36,78.64,7829,0.431
1997-98,1610612762,Utah Jazz,82,62,20,0.756,3955.998333333333,2993,6113,0.49,249,670,0.372,2044,2644,0.773,962,2405,3367,2070,1259.0,648,412,423,1961,24,8279,536.0,110.9,103.8,7.2,0.692,1.64,19.4,0.352,0.684,0.529,0.169,0.51,0.569,90.55,75.46,7464,0.571
1997-98,1610612763,Vancouver Grizzlies,82,19,63,0.232,3966.0,3006,6567,0.458,325,898,0.362,1586,2145,0.739,1081,2313,3394,1960,1405.0,614,349,538,1809,16,7923,-599.0,102.4,110.2,-7.8,0.652,1.4,17.9,0.34,0.652,0.496,0.182,0.482,0.527,93.6,78.0,7735,0.452
1997-98,1610612764,Washington Wizards,82,42,40,0.512,3960.9966666666655,3080,6811,0.452,320,944,0.339,1489,2156,0.691,1121,2341,3462,1900,1156.0,689,379,372,1839,16,7969,48.0,103.9,103.2,0.7,0.617,1.64,17.5,0.339,0.673,0.501,0.151,0.476,0.513,92.98,77.49,7669,0.507
1998-99,1610612737,Atlanta Hawks,50,31,19,0.62,2414.5516666666667,1539,3759,0.409,197,644,0.306,1040,1422,0.731,675,1499,2174,781,744.0,346,260,243,986,8,4315,145.0,98.4,95.3,3.1,0.507,1.05,13.0,0.353,0.701,0.527,0.17,0.436,0.492,87.1,72.58,4387,0.525
1998-99,1610612738,Boston Celtics,50,19,31,0.38,2430.0,1816,4164,0.436,273,758,0.36,745,1077,0.692,680,1458,2138,1073,807.0,453,255,253,1193,6,4650,-93.0,98.7,100.8,-2.1,0.591,1.33,16.3,0.33,0.666,0.493,0.171,0.469,0.501,93.02,77.51,4711,0.473
1998-99,1610612766,Charlotte Hornets,50,26,24,0.52,2430.0,1671,3718,0.449,268,735,0.365,1034,1384,0.747,480,1493,1973,1110,796.0,443,247,232,1101,6,4644,-5.0,100.4,100.4,0.0,0.664,1.39,17.6,0.266,0.678,0.482,0.172,0.485,0.537,91.43,76.19,4626,0.511
1998-99,1610612741,Chicago Bulls,50,13,37,0.26,2414.268333333333,1539,3836,0.401,177,611,0.29,840,1185,0.709,573,1394,1967,1017,774.0,436,169,285,1112,6,4095,-473.0,91.4,101.7,-10.4,0.661,1.31,16.4,0.299,0.684,0.482,0.173,0.424,0.47,89.19,74.32,4482,0.42
1998-99,1610612739,Cleveland Cavaliers,50,22,28,0.44,2410.0,1562,3561,0.439,182,534,0.341,1016,1356,0.749,472,1316,1788,1093,785.0,452,203,282,1208,6,4322,-86.0,98.2,100.1,-1.9,0.7,1.39,17.9,0.295,0.656,0.478,0.178,0.464,0.52,87.66,73.05,4400,0.493
1998-99,1610612742,Dallas Mavericks,50,19,31,0.38,2414.6666666666665,1749,4033,0.434,202,595,0.339,881,1210,0.728,645,1478,2123,921,692.0,352,292,244,1065,6,4581,-120.0,100.2,103.0,-2.7,0.527,1.33,14.7,0.321,0.673,0.495,0.151,0.459,0.502,90.8,75.66,4570,0.474
1998-99,1610612743,Denver Nuggets,50,14,36,0.28,2405.0,1681,3989,0.421,302,922,0.328,1010,1325,0.762,647,1392,2039,969,739.0,376,275,274,1145,6,4674,-330.0,101.4,108.6,-7.3,0.576,1.31,15.3,0.319,0.66,0.483,0.16,0.459,0.511,91.99,76.66,4611,0.442
1998-99,1610612765,Detroit Pistons,50,29,21,0.58,2409.7166666666667,1660,3716,0.447,248,679,0.365,950,1283,0.74,605,1412,2017,1009,790.0,444,208,225,1139,6,4518,171.0,102.4,98.4,4.0,0.608,1.28,16.4,0.331,0.697,0.514,0.179,0.48,0.528,87.93,73.28,4411,0.515
1998-99,1610612744,Golden State Warriors,50,21,29,0.42,2425.0,1730,4173,0.415,162,565,0.287,794,1175,0.676,816,1559,2375,1037,768.0,414,221,304,1270,6,4416,-125.0,96.0,98.9,-2.9,0.599,1.35,15.8,0.367,0.69,0.523,0.167,0.434,0.471,90.96,75.8,4600,0.466
1998-99,1610612745,Houston Rockets,50,31,19,0.62,2415.0,1755,3798,0.462,336,914,0.368,865,1187,0.729,536,1540,2076,1058,812.0,386,260,245,960,3,4711,116.0,103.5,101.0,2.5,0.603,1.3,16.9,0.312,0.678,0.506,0.178,0.506,0.545,90.45,75.38,4551,0.523
1998-99,1610612754,Indiana Pacers,50,33,17,0.66,2420.0,1731,3866,0.448,294,799,0.368,977,1228,0.796,574,1452,2026,1005,649.0,316,223,238,1082,10,4733,187.0,106.6,102.2,4.3,0.581,1.55,16.4,0.31,0.671,0.495,0.146,0.486,0.537,88.16,73.46,4442,0.526
1998-99,1610612746,Los Angeles Clippers,50,9,41,0.18,2425.0,1711,4007,0.427,214,668,0.32,883,1225,0.721,665,1293,1958,820,796.0,424,236,289,1223,5,4519,-441.0,98.3,107.8,-9.6,0.479,1.03,13.2,0.332,0.646,0.48,0.173,0.454,0.497,91.04,75.87,4599,0.402
1998-99,1610612747,Los Angeles Lakers,50,31,19,0.62,2410.0,1841,3935,0.468,241,685,0.352,1027,1503,0.683,617,1482,2099,1095,754.0,389,287,196,1231,4,4950,151.0,106.1,102.8,3.3,0.595,1.45,16.9,0.323,0.671,0.5,0.162,0.498,0.538,92.95,77.46,4666,0.527
1998-99,1610612748,Miami Heat,50,33,17,0.66,2405.0,1616,3565,0.453,289,804,0.359,928,1262,0.735,503,1512,2015,1019,744.0,327,304,188,1035,5,4449,248.0,102.9,97.1,5.8,0.631,1.37,17.1,0.299,0.683,0.503,0.172,0.494,0.54,86.35,71.96,4325,0.56
1998-99,1610612749,Milwaukee Bucks,50,28,22,0.56,2410.0,1753,3818,0.459,231,619,0.373,847,1155,0.733,570,1369,1939,1030,719.0,442,202,194,1142,9,4584,83.0,102.9,101.2,1.8,0.588,1.43,16.8,0.312,0.648,0.484,0.161,0.489,0.53,88.64,73.87,4453,0.512
1998-99,1610612750,Minnesota Timberwolves,50,25,25,0.5,2405.0,1838,4327,0.425,122,410,0.298,849,1143,0.743,754,1392,2146,1218,641.0,426,272,262,1185,5,4647,19.0,99.9,99.4,0.5,0.663,1.9,18.1,0.348,0.673,0.501,0.138,0.439,0.481,92.86,77.38,4651,0.493
1998-99,1610612751,New Jersey Nets,50,16,34,0.32,2410.0,1691,4160,0.406,225,679,0.331,962,1251,0.769,715,1437,2152,923,750.0,491,273,326,1134,8,4569,-189.0,97.0,101.2,-4.2,0.546,1.23,14.3,0.328,0.682,0.496,0.159,0.434,0.485,93.73,78.11,4711,0.466
1998-99,1610612752,New York Knicks,50,27,23,0.54,2420.0,1610,3704,0.435,208,589,0.353,892,1218,0.732,551,1510,2061,963,804.0,395,262,215,1140,8,4320,51.0,97.2,95.9,1.2,0.598,1.2,15.9,0.303,0.671,0.494,0.181,0.463,0.509,88.22,73.52,4446,0.515
1998-99,1610612753,Orlando Magic,50,33,17,0.66,2410.0,1687,3943,0.428,223,675,0.33,876,1252,0.7,688,1445,2133,1067,819.0,496,213,239,935,5,4473,130.0,98.9,96.3,2.6,0.632,1.3,16.6,0.36,0.685,0.518,0.181,0.456,0.498,89.93,74.94,4521,0.519
1998-99,1610612755,Philadelphia 76ers,50,28,22,0.56,2430.0,1656,3883,0.426,98,371,0.264,1073,1486,0.722,729,1428,2157,934,822.0,542,271,263,1152,6,4483,103.0,97.8,95.5,2.4,0.564,1.14,14.7,0.356,0.679,0.515,0.179,0.439,0.494,90.56,75.46,4582,0.518
1998-99,1610612756,Phoenix Suns,50,27,23,0.54,2410.0,1797,4004,0.449,261,702,0.372,924,1215,0.76,598,1418,2016,1249,681.0,444,200,205,1022,6,4779,113.0,103.9,101.6,2.2,0.695,1.83,19.1,0.306,0.671,0.489,0.148,0.481,0.526,91.54,76.28,4601,0.529
1998-99,1610612757,Portland Trail Blazers,50,35,15,0.7,2434.6666666666665,1747,3956,0.442,246,675,0.364,1002,1349,0.743,646,1570,2216,1073,771.0,411,290,244,1126,8,4742,318.0,102.8,96.2,6.6,0.614,1.39,16.6,0.345,0.687,0.519,0.167,0.473,0.521,90.81,75.67,4613,0.556
1998-99,1610612758,Sacramento Kings,50,27,23,0.54,2440.0,1918,4307,0.445,290,943,0.308,883,1293,0.683,706,1573,2279,1129,842.0,444,232,221,1016,8,5009,-21.0,101.2,101.6,-0.4,0.589,1.34,16.4,0.328,0.654,0.493,0.17,0.479,0.514,97.36,81.13,4948,0.494
1998-99,1610612759,San Antonio Spurs,50,37,13,0.74,2415.0,1740,3812,0.456,172,521,0.33,988,1415,0.698,614,1584,2198,1101,759.0,421,351,243,1010,6,4640,403.0,102.7,93.6,9.1,0.633,1.45,17.4,0.329,0.674,0.512,0.168,0.479,0.523,89.88,74.9,4517,0.582
1998-99,1610612760,Seattle SuperSonics,50,25,25,0.5,2420.0,1756,3976,0.442,309,899,0.344,922,1354,0.681,676,1422,2098,1087,765.0,393,201,224,1047,9,4743,-54.0,103.2,104.2,-0.9,0.619,1.42,16.7,0.344,0.673,0.506,0.167,0.481,0.519,91.22,76.02,4594,0.49
1998-99,1610612761,Toronto Raptors,50,23,27,0.46,2415.0,1660,3940,0.421,226,662,0.341,1011,1330,0.76,712,1447,2159,1036,799.0,439,321,258,1139,11,4557,-82.0,99.8,101.8,-1.9,0.624,1.3,16.1,0.359,0.675,0.515,0.175,0.45,0.504,90.67,75.56,4565,0.489
1998-99,1610612762,Utah Jazz,50,37,13,0.74,2435.0,1684,3620,0.465,140,388,0.361,1158,1510,0.767,555,1508,2063,1204,814.0,398,276,264,1133,7,4666,326.0,104.2,96.7,7.4,0.715,1.48,19.0,0.329,0.677,0.516,0.182,0.485,0.545,88.37,73.64,4480,0.591
