SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PACE_PER40,POSS,PIE
2002-03,1610612757,Portland Trail Blazers,82,50,32,0.61,3970.383333333333,2987,6491,0.46,379,1150,0.33,1450,1947,0.745,992,2378,3370,1860,1248.0,725,316,391,1634,5,7803,214.0,104.2,101.5,2.7,0.623,1.49,17.7,0.338,0.689,0.515,0.167,0.489,0.531,90.44,75.36,7486,0.515
2002-03,1610612758,Sacramento Kings,82,59,23,0.72,3966.0,3242,6990,0.464,491,1288,0.381,1367,1832,0.746,900,2751,3651,2034,1192.0,736,457,356,1666,0,8342,533.0,104.4,97.8,6.6,0.627,1.71,18.3,0.289,0.678,0.493,0.149,0.499,0.535,96.63,80.52,7987,0.551
2002-03,1610612759,San Antonio Spurs,82,60,22,0.732,3966.0,2908,6297,0.462,449,1270,0.354,1591,2194,0.725,939,2556,3495,1636,1295.0,629,529,422,1672,4,7856,444.0,103.9,98.1,5.8,0.563,1.26,15.9,0.311,0.687,0.508,0.171,0.497,0.541,91.46,76.21,7558,0.549
2002-03,1610612760,Seattle SuperSonics,82,40,42,0.488,3971.0,2887,6599,0.437,456,1291,0.353,1325,1780,0.744,963,2385,3348,1775,1085.0,679,295,409,1712,6,7555,-10.0,102.4,102.6,-0.2,0.615,1.64,17.2,0.314,0.688,0.497,0.147,0.472,0.512,89.17,74.31,7379,0.502
2002-03,1610612761,Toronto Raptors,82,24,58,0.293,3961.0,2847,6664,0.427,409,1193,0.343,1350,1879,0.718,1023,2355,3378,1583,1181.0,609,392,406,1761,5,7453,-481.0,99.3,105.6,-6.3,0.556,1.34,15.3,0.318,0.678,0.491,0.157,0.458,0.497,91.01,75.84,7507,0.447
2002-03,1610612762,Utah Jazz,82,47,35,0.573,3956.0,2894,6189,0.468,224,641,0.349,1750,2349,0.745,1021,2381,3402,2103,1375.0,707,467,427,1837,7,7762,196.0,103.7,101.1,2.6,0.727,1.53,19.5,0.353,0.673,0.519,0.184,0.486,0.537,90.78,75.65,7483,0.551
2002-03,1610612764,Washington Wizards,82,37,45,0.451,3966.0,2816,6394,0.44,253,811,0.312,1617,2077,0.779,917,2395,3312,1612,1095.0,621,390,358,1644,3,7502,-83.0,101.5,102.6,-1.1,0.572,1.47,15.9,0.305,0.686,0.496,0.148,0.46,0.513,89.46,74.55,7390,0.498
2003-04,1610612737,Atlanta Hawks,82,28,54,0.341,3981.0,2829,6529,0.433,419,1249,0.335,1534,1976,0.776,996,2507,3503,1648,1350.0,627,408,416,1826,3,7611,-381.0,99.1,103.9,-4.8,0.583,1.22,15.7,0.308,0.686,0.5,0.176,0.465,0.514,92.68,77.24,7680,0.466
2003-04,1610612738,Boston Celtics,82,36,46,0.439,3941.0,2843,6415,0.443,553,1599,0.346,1572,2095,0.75,851,2440,3291,1683,1332.0,770,331,408,1837,2,7811,-119.0,100.7,102.2,-1.5,0.592,1.26,16.1,0.279,0.658,0.473,0.172,0.486,0.532,94.47,78.73,7757,0.49
2003-04,1610612741,Chicago Bulls,82,23,59,0.28,3966.0,2798,6753,0.414,429,1256,0.342,1330,1834,0.725,1048,2519,3567,1793,1321.0,659,396,446,1911,3,7355,-521.0,95.6,102.1,-6.5,0.641,1.36,16.7,0.311,0.679,0.491,0.172,0.446,0.486,93.23,77.69,7694,0.446
2003-04,1610612739,Cleveland Cavaliers,82,35,47,0.427,3971.0,2922,6753,0.433,247,786,0.314,1528,2030,0.753,1118,2619,3737,1808,1216.0,585,537,434,1743,2,7619,-215.0,100.6,103.1,-2.6,0.619,1.49,16.9,0.34,0.688,0.514,0.16,0.451,0.498,91.71,76.43,7577,0.491
2003-04,1610612742,Dallas Mavericks,82,52,30,0.634,3961.0,3322,7230,0.459,507,1456,0.348,1475,1854,0.796,1174,2538,3712,1963,1000.0,656,437,382,1609,3,8626,364.0,110.4,105.9,4.5,0.591,1.96,17.7,0.335,0.686,0.507,0.128,0.495,0.536,94.62,78.85,7814,0.527
2003-04,1610612743,Denver Nuggets,82,43,39,0.524,3946.0,2993,6763,0.443,331,985,0.336,1655,2159,0.767,1083,2387,3470,1794,1278.0,745,520,479,1804,6,7972,88.0,102.4,101.4,1.0,0.599,1.4,16.5,0.337,0.664,0.498,0.164,0.467,0.517,94.64,78.87,7786,0.505
2003-04,1610612765,Detroit Pistons,82,54,28,0.659,3956.0,2747,6314,0.435,333,968,0.344,1561,2074,0.753,1014,2492,3506,1702,1241.0,659,570,410,1664,4,7388,479.0,100.3,93.9,6.5,0.62,1.37,16.6,0.332,0.686,0.512,0.168,0.461,0.511,89.34,74.45,7365,0.558
2003-04,1610612744,Golden State Warriors,82,37,45,0.451,3971.0,2875,6511,0.442,429,1283,0.334,1470,2028,0.725,1002,2533,3535,1681,1211.0,576,389,418,1691,2,7649,-60.0,101.5,102.6,-1.1,0.585,1.39,16.2,0.312,0.694,0.503,0.161,0.475,0.517,90.95,75.79,7535,0.491
2003-04,1610612745,Houston Rockets,82,45,37,0.549,3985.633333333333,2738,6195,0.442,515,1406,0.366,1371,1774,0.773,847,2647,3494,1579,1373.0,560,443,359,1762,3,7362,142.0,99.7,97.8,1.9,0.577,1.15,15.8,0.305,0.708,0.516,0.186,0.484,0.528,88.92,74.1,7384,0.513
2003-04,1610612754,Indiana Pacers,82,61,21,0.744,3961.0,2753,6322,0.435,449,1281,0.351,1538,2014,0.764,965,2452,3417,1774,1182.0,726,411,512,1709,5,7493,472.0,102.5,96.2,6.3,0.644,1.5,17.3,0.32,0.706,0.511,0.162,0.471,0.52,88.54,73.78,7311,0.539
2003-04,1610612746,Los Angeles Clippers,82,28,54,0.341,3961.0,2817,6579,0.428,329,1024,0.321,1808,2302,0.785,1149,2416,3565,1653,1344.0,594,376,437,1816,3,7771,-376.0,101.9,106.6,-4.7,0.587,1.23,15.5,0.362,0.677,0.517,0.176,0.453,0.512,92.49,77.08,7624,0.464
2003-04,1610612747,Los Angeles Lakers,82,56,26,0.683,3971.0,3028,6676,0.454,365,1115,0.327,1631,2352,0.693,1001,2535,3536,1948,1132.0,682,379,308,1732,5,8052,320.0,104.2,100.1,4.1,0.643,1.72,17.9,0.313,0.701,0.506,0.146,0.481,0.522,93.39,77.82,7729,0.538
2003-04,1610612763,Memphis Grizzlies,82,50,32,0.61,3976.0,2963,6657,0.445,447,1314,0.34,1557,2143,0.727,1047,2381,3428,1915,1226.0,795,565,461,1903,4,7930,200.0,103.4,100.8,2.6,0.646,1.56,17.7,0.325,0.655,0.489,0.16,0.479,0.522,92.6,77.17,7670,0.522
2003-04,1610612748,Miami Heat,82,42,40,0.512,3951.0,2729,6417,0.425,485,1357,0.357,1459,1915,0.762,940,2459,3399,1565,1137.0,590,313,439,1812,4,7402,43.0,100.6,100.3,0.3,0.573,1.38,15.6,0.307,0.707,0.504,0.154,0.463,0.51,89.3,74.42,7361,0.496
2003-04,1610612749,Milwaukee Bucks,82,41,41,0.5,3956.0,2970,6650,0.447,401,1145,0.35,1698,2192,0.775,960,2502,3462,1872,1110.0,554,383,406,1668,3,8039,87.0,104.6,103.5,1.1,0.63,1.69,17.5,0.308,0.69,0.499,0.144,0.477,0.528,93.2,77.66,7682,0.51
2003-04,1610612750,Minnesota Timberwolves,82,58,24,0.707,3951.0,3033,6571,0.462,326,897,0.363,1361,1743,0.781,875,2645,3520,1890,1043.0,561,462,296,1731,6,7753,450.0,104.2,98.5,5.7,0.623,1.81,18.2,0.303,0.691,0.507,0.14,0.486,0.528,90.24,75.2,7441,0.554
2003-04,1610612751,New Jersey Nets,82,47,35,0.573,3941.0,2813,6372,0.441,377,1123,0.336,1398,1856,0.753,862,2473,3335,2009,1209.0,709,322,374,1722,5,7401,205.0,99.0,96.4,2.6,0.714,1.66,19.1,0.289,0.711,0.501,0.162,0.471,0.515,90.97,75.81,7475,0.533
2003-04,1610612740,New Orleans Hornets,82,41,41,0.5,3966.0,2772,6605,0.42,531,1666,0.319,1454,1937,0.751,1091,2418,3509,1716,1228.0,708,346,429,1715,7,7529,-11.0,100.7,100.6,0.1,0.619,1.4,16.4,0.332,0.681,0.502,0.164,0.46,0.505,90.59,75.49,7476,0.491
2003-04,1610612752,New York Knicks,82,39,43,0.476,3976.0,2881,6513,0.442,406,1115,0.364,1374,1732,0.793,950,2543,3493,1695,1289.0,608,391,383,1897,3,7542,-121.0,99.7,101.3,-1.6,0.588,1.31,16.4,0.307,0.701,0.508,0.17,0.474,0.518,91.29,76.08,7563,0.488
2003-04,1610612753,Orlando Magic,82,21,61,0.256,3966.0,2904,6768,0.429,429,1248,0.344,1474,2000,0.737,1003,2350,3353,1584,1123.0,547,308,450,1744,4,7711,-576.0,101.4,108.8,-7.4,0.545,1.41,15.2,0.315,0.657,0.481,0.148,0.461,0.504,92.14,76.78,7608,0.434
2003-04,1610612755,Philadelphia 76ers,82,33,49,0.402,3971.0,2682,6260,0.428,339,992,0.342,1512,2009,0.753,941,2408,3349,1640,1307.0,654,358,463,1701,1,7215,-204.0,97.8,100.4,-2.6,0.611,1.25,16.1,0.313,0.681,0.498,0.177,0.456,0.505,89.26,74.38,7379,0.484
2003-04,1610612756,Phoenix Suns,82,29,53,0.354,3946.0,2958,6671,0.443,415,1202,0.345,1392,1865,0.746,924,2406,3330,1586,1249.0,734,383,431,1862,3,7723,-307.0,100.3,104.2,-3.8,0.536,1.27,15.3,0.297,0.661,0.479,0.162,0.475,0.515,93.72,78.1,7699,0.466
2003-04,1610612757,Portland Trail Blazers,82,41,41,0.5,3996.0,2898,6467,0.448,381,1102,0.346,1263,1728,0.731,1040,2376,3416,1768,1213.0,613,443,390,1554,4,7440,-104.0,102.1,103.5,-1.5,0.61,1.46,17.2,0.344,0.67,0.507,0.166,0.478,0.515,87.54,72.95,7289,0.488
2003-04,1610612758,Sacramento Kings,82,55,27,0.671,3956.0,3103,6711,0.462,601,1498,0.401,1626,2044,0.795,888,2492,3380,2152,1137.0,710,325,413,1586,4,8433,411.0,108.6,103.2,5.4,0.694,1.89,19.6,0.292,0.676,0.488,0.146,0.507,0.554,94.25,78.54,7765,0.544
2003-04,1610612759,San Antonio Spurs,82,57,25,0.695,3950.633333333333,2842,6434,0.442,408,1140,0.358,1409,2069,0.681,1029,2669,3698,1676,1203.0,661,537,380,1667,2,7501,592.0,101.0,93.1,7.9,0.59,1.39,16.3,0.319,0.71,0.516,0.162,0.473,0.511,90.23,75.19,7428,0.566
2003-04,1610612760,Seattle SuperSonics,82,37,45,0.451,3961.0,2939,6590,0.446,723,1936,0.373,1363,1782,0.765,907,2318,3225,1782,1188.0,661,387,387,1784,5,7964,-52.0,105.6,106.4,-0.8,0.606,1.5,17.1,0.302,0.655,0.479,0.158,0.501,0.54,91.34,76.12,7542,0.491
2003-04,1610612761,Toronto Raptors,82,33,49,0.402,3996.0,2654,6348,0.418,461,1294,0.356,1237,1650,0.75,830,2419,3249,1574,1165.0,604,402,333,1748,2,7006,-247.0,95.3,98.8,-3.4,0.593,1.35,15.9,0.27,0.673,0.471,0.159,0.454,0.495,88.24,73.53,7348,0.476
2003-04,1610612762,Utah Jazz,82,42,40,0.512,3956.0,2690,6172,0.436,252,786,0.321,1639,2196,0.746,1103,2272,3375,1671,1365.0,581,494,530,2096,5,7271,-100.0,100.0,101.3,-1.3,0.621,1.22,16.3,0.373,0.691,0.529,0.188,0.456,0.509,88.26,73.55,7271,0.493
2003-04,1610612764,Washington Wizards,82,25,57,0.305,3966.0,2759,6557,0.421,434,1270,0.342,1579,2211,0.714,1115,2392,3507,1537,1439.0,733,406,448,1712,3,7531,-459.0,97.2,102.9,-5.7,0.557,1.07,14.5,0.333,0.667,0.496,0.186,0.454,0.5,93.9,78.25,7751,0.441
2004-05,1610612737,Atlanta Hawks,82,13,69,0.159,3971.0,2942,6672,0.441,304,973,0.312,1417,1994,0.711,1100,2335,3435,1614,1319.0,629,344,484,2009,1,7605,-796.0,98.8,109.0,-10.2,0.549,1.22,15.3,0.326,0.696,0.502,0.171,0.464,0.504,93.09,77.58,7695,0.422
2004-05,1610612738,Boston Celtics,82,45,37,0.549,3975.65,3046,6511,0.468,437,1252,0.349,1775,2323,0.764,909,2438,3347,1810,1297.0,667,423,402,2000,3,8304,71.0,105.9,105.1,0.8,0.594,1.4,16.9,0.305,0.671,0.494,0.165,0.501,0.551,94.61,78.84,7839,0.505
2004-05,1610612766,Charlotte Bobcats,82,18,64,0.22,3976.0,2961,6859,0.432,320,881,0.363,1487,2096,0.709,1083,2335,3418,1794,1192.0,695,440,446,1894,4,7729,-491.0,99.8,106.0,-6.2,0.606,1.51,16.5,0.327,0.676,0.492,0.154,0.455,0.497,93.54,77.95,7743,0.46
2004-05,1610612741,Chicago Bulls,82,47,35,0.573,3966.0,2849,6592,0.432,511,1433,0.357,1536,2048,0.75,1001,2591,3592,1743,1371.0,576,369,434,2028,5,7745,87.0,100.5,99.1,1.4,0.612,1.27,16.4,0.317,0.691,0.506,0.178,0.471,0.517,93.41,77.84,7707,0.498
2004-05,1610612739,Cleveland Cavaliers,82,42,40,0.512,3971.0,2990,6687,0.447,300,904,0.332,1634,2174,0.752,1117,2352,3469,1851,1141.0,654,461,419,1850,4,7914,65.0,105.3,104.7,0.6,0.619,1.62,17.3,0.354,0.674,0.51,0.152,0.47,0.518,90.72,75.6,7516,0.51
2004-05,1610612742,Dallas Mavericks,82,58,24,0.707,3946.0,3058,6691,0.457,463,1273,0.364,1826,2314,0.789,990,2530,3520,1610,1102.0,708,461,399,1827,3,8405,471.0,108.5,102.6,5.9,0.526,1.46,15.3,0.319,0.674,0.5,0.142,0.492,0.545,94.18,78.48,7749,0.537
2004-05,1610612743,Denver Nuggets,82,49,33,0.598,3951.0,3038,6615,0.459,320,940,0.34,1765,2313,0.763,967,2473,3440,1958,1224.0,750,489,458,1878,6,8161,166.0,104.7,102.6,2.2,0.645,1.6,18.0,0.313,0.678,0.497,0.157,0.483,0.535,94.68,78.9,7792,0.531
2004-05,1610612765,Detroit Pistons,82,54,28,0.659,3991.0,2851,6421,0.444,363,1053,0.345,1588,2150,0.739,1054,2507,3561,1787,1133.0,576,497,367,1638,3,7653,317.0,103.9,99.6,4.3,0.627,1.58,17.2,0.34,0.693,0.518,0.154,0.472,0.519,88.59,73.82,7364,0.542
2004-05,1610612744,Golden State Warriors,82,34,48,0.415,3981.0,3029,7039,0.43,624,1774,0.352,1412,1955,0.722,1069,2436,3505,1811,1112.0,642,420,417,1833,2,8094,-177.0,103.4,105.5,-2.2,0.598,1.63,16.6,0.303,0.666,0.477,0.142,0.475,0.512,94.45,78.71,7830,0.473
2004-05,1610612745,Houston Rockets,82,51,31,0.622,3971.0,2846,6419,0.443,553,1521,0.364,1551,1986,0.781,874,2601,3475,1733,1135.0,563,378,335,1807,0,7796,331.0,104.4,100.1,4.3,0.609,1.53,16.9,0.301,0.713,0.512,0.152,0.486,0.534,90.18,75.15,7467,0.527
2004-05,1610612754,Indiana Pacers,82,44,38,0.537,3980.65,2668,6169,0.432,542,1575,0.344,1748,2206,0.792,868,2418,3286,1489,1173.0,615,357,398,1890,6,7626,62.0,103.7,102.7,1.0,0.558,1.27,15.1,0.296,0.687,0.494,0.16,0.476,0.534,88.71,73.92,7351,0.504
2004-05,1610612746,Los Angeles Clippers,82,37,45,0.451,4006.0,2924,6368,0.459,231,669,0.345,1770,2274,0.778,980,2455,3435,1901,1290.0,599,422,393,1819,2,7849,-63.0,103.8,104.5,-0.8,0.65,1.47,17.9,0.338,0.687,0.518,0.171,0.477,0.533,90.66,75.55,7564,0.518
2004-05,1610612747,Los Angeles Lakers,82,34,48,0.415,3956.0,2895,6629,0.437,644,1813,0.355,1661,2137,0.777,1028,2511,3539,1672,1176.0,508,344,420,1794,1,8095,-243.0,106.4,109.6,-3.2,0.578,1.42,15.9,0.324,0.68,0.503,0.155,0.485,0.535,92.34,76.95,7610,0.468
2004-05,1610612763,Memphis Grizzlies,82,45,37,0.549,3941.0,2802,6271,0.447,531,1486,0.357,1526,2024,0.754,887,2307,3194,1716,1197.0,699,476,476,1910,3,7661,188.0,104.2,101.5,2.7,0.612,1.43,16.9,0.308,0.663,0.487,0.163,0.489,0.535,89.65,74.71,7355,0.515
2004-05,1610612748,Miami Heat,82,59,23,0.72,3996.0,3097,6368,0.486,475,1260,0.377,1658,2466,0.672,887,2639,3526,1791,1127.0,528,474,264,1814,0,8327,535.0,108.9,102.2,6.7,0.578,1.59,17.1,0.297,0.698,0.508,0.147,0.524,0.559,91.73,76.44,7647,0.556
2004-05,1610612749,Milwaukee Bucks,82,30,52,0.366,3956.0,2964,6580,0.45,325,925,0.351,1720,2229,0.772,985,2405,3390,1720,1132.0,529,289,370,1797,5,7973,-245.0,105.1,108.1,-3.0,0.58,1.52,16.4,0.322,0.687,0.503,0.149,0.475,0.527,92.14,76.78,7584,0.478
2004-05,1610612750,Minnesota Timberwolves,82,44,38,0.537,3951.0,3045,6629,0.459,395,1145,0.345,1449,1820,0.796,947,2580,3527,1918,1079.0,460,447,323,1774,3,7934,119.0,106.6,105.0,1.6,0.63,1.78,18.3,0.321,0.682,0.508,0.145,0.489,0.534,90.39,75.33,7440,0.518
2004-05,1610612751,New Jersey Nets,82,42,40,0.512,3981.0,2753,6419,0.429,435,1203,0.362,1555,2039,0.763,855,2387,3242,1772,1164.0,650,308,402,1985,1,7496,-123.0,99.9,101.6,-1.7,0.644,1.52,17.1,0.298,0.701,0.495,0.155,0.463,0.512,90.41,75.34,7501,0.49
2004-05,1610612740,New Orleans Hornets,82,18,64,0.22,3986.0,2718,6556,0.415,415,1316,0.315,1401,1830,0.766,1019,2281,3300,1724,1217.0,550,310,452,1883,4,7252,-580.0,98.2,105.9,-7.7,0.634,1.42,16.6,0.329,0.675,0.494,0.165,0.446,0.493,88.97,74.14,7382,0.437
2004-05,1610612752,New York Knicks,82,33,49,0.402,3976.0,2978,6599,0.451,441,1240,0.356,1580,2060,0.767,965,2393,3358,1665,1204.0,629,260,389,1942,5,7977,-200.0,104.5,107.2,-2.7,0.559,1.38,15.9,0.316,0.686,0.498,0.158,0.485,0.531,92.12,76.77,7634,0.475
2004-05,1610612753,Orlando Magic,82,36,46,0.439,3941.0,3034,6679,0.454,320,916,0.349,1772,2335,0.759,1038,2544,3582,1583,1322.0,633,441,354,1937,2,8160,-184.0,103.4,105.7,-2.3,0.522,1.2,14.8,0.328,0.682,0.507,0.168,0.478,0.529,96.15,80.12,7891,0.489
2004-05,1610612755,Philadelphia 76ers,82,43,39,0.524,3971.0,2946,6736,0.437,505,1453,0.348,1731,2194,0.789,909,2536,3445,1710,1274.0,756,321,383,1878,4,8128,-61.0,101.8,102.5,-0.7,0.58,1.34,15.9,0.281,0.703,0.491,0.16,0.475,0.528,96.56,80.47,7985,0.493
2004-05,1610612756,Phoenix Suns,82,62,20,0.756,3956.0,3351,7018,0.477,796,2026,0.393,1556,2080,0.748,967,2652,3619,1927,1125.0,572,453,342,1563,1,9054,584.0,112.7,105.7,7.0,0.575,1.71,17.4,0.304,0.656,0.49,0.14,0.534,0.571,97.35,81.13,8034,0.546
2004-05,1610612757,Portland Trail Blazers,82,27,55,0.329,3946.0,2896,6422,0.451,420,1161,0.362,1409,1944,0.725,970,2404,3374,1722,1308.0,583,544,414,1703,5,7621,-328.0,101.9,106.1,-4.3,0.595,1.32,16.6,0.331,0.65,0.496,0.175,0.484,0.524,91.05,75.87,7481,0.475
2004-05,1610612758,Sacramento Kings,82,50,32,0.61,3971.0,3203,6978,0.459,522,1396,0.374,1577,2004,0.787,1023,2455,3478,2005,1073.0,674,316,365,1685,3,8505,177.0,108.8,106.5,2.3,0.626,1.87,18.2,0.315,0.667,0.491,0.137,0.496,0.541,94.52,78.77,7819,0.522
2004-05,1610612759,San Antonio Spurs,82,59,23,0.72,3961.0,2923,6450,0.453,507,1395,0.363,1535,2120,0.724,987,2489,3476,1770,1126.0,613,543,421,1717,4,7888,640.0,106.1,97.8,8.3,0.606,1.57,17.1,0.321,0.697,0.51,0.151,0.492,0.534,89.96,74.97,7435,0.565
2004-05,1610612760,Seattle SuperSonics,82,52,30,0.634,3951.0,2882,6498,0.444,666,1824,0.365,1683,2131,0.79,1041,2311,3352,1487,1113.0,553,338,390,1944,12,8113,188.0,110.3,108.0,2.3,0.516,1.34,14.7,0.357,0.681,0.517,0.151,0.495,0.546,89.24,74.37,7353,0.504
2004-05,1610612761,Toronto Raptors,82,33,49,0.402,3961.0,2952,6656,0.444,648,1681,0.385,1626,2101,0.774,844,2444,3288,1670,1087.0,621,317,360,1876,2,8178,-133.0,105.4,107.2,-1.8,0.566,1.54,16.0,0.269,0.682,0.473,0.14,0.492,0.539,94.01,78.34,7762,0.479
2004-05,1610612762,Utah Jazz,82,26,56,0.317,3956.0,2828,6301,0.449,250,762,0.328,1719,2272,0.757,1047,2243,3290,1826,1292.0,541,374,474,2189,1,7625,-350.0,102.9,107.3,-4.4,0.646,1.41,17.4,0.351,0.695,0.518,0.174,0.469,0.522,90.02,75.02,7409,0.475
2004-05,1610612764,Washington Wizards,82,45,37,0.549,3956.0,2966,6794,0.437,514,1498,0.343,1795,2476,0.725,1133,2374,3507,1563,1172.0,716,347,412,1807,1,8241,-27.0,105.4,105.9,-0.4,0.527,1.33,14.6,0.338,0.667,0.497,0.15,0.474,0.523,94.8,79.0,7816,0.485
2005-06,1610612737,Atlanta Hawks,82,26,56,0.317,3976.0,2946,6496,0.454,424,1154,0.367,1656,2207,0.75,1069,2232,3301,1625,1284.0,587,394,422,2054,1855,7972,-390.0,104.8,110.1,-5.3,0.552,1.27,15.5,0.334,0.667,0.496,0.169,0.486,0.534,91.75,76.46,7607,0.462
2005-06,1610612738,Boston Celtics,82,33,49,0.402,3976.0,2951,6322,0.467,467,1290,0.362,1664,2204,0.755,813,2432,3245,1716,1359.0,578,422,404,2033,1837,8033,-126.0,104.0,105.6,-1.5,0.581,1.26,16.4,0.289,0.694,0.497,0.176,0.504,0.551,93.27,77.72,7722,0.485
2005-06,1610612766,Charlotte Bobcats,82,26,56,0.317,3981.0,2961,6843,0.433,428,1261,0.339,1593,2186,0.729,990,2270,3260,1717,1167.0,822,354,441,1960,1929,7943,-328.0,101.2,105.6,-4.4,0.58,1.47,15.9,0.305,0.678,0.479,0.149,0.464,0.509,94.57,78.8,7851,0.463
2005-06,1610612741,Chicago Bulls,82,41,41,0.5,3981.0,3004,6737,0.446,560,1477,0.379,1452,1967,0.738,906,2602,3508,1804,1224.0,508,345,420,2038,1882,8020,52.0,103.3,102.7,0.7,0.601,1.47,16.9,0.303,0.703,0.503,0.158,0.487,0.527,93.59,77.99,7762,0.501
2005-06,1610612739,Cleveland Cavaliers,82,50,32,0.61,3966.0,2908,6412,0.454,497,1465,0.339,1689,2318,0.729,959,2511,3470,1560,1137.0,567,392,357,1733,1842,8002,183.0,106.6,104.4,2.1,0.536,1.37,15.3,0.313,0.717,0.514,0.151,0.492,0.538,90.77,75.64,7510,0.51
2005-06,1610612742,Dallas Mavericks,82,60,22,0.732,3976.0,2948,6375,0.462,416,1113,0.374,1818,2322,0.783,1030,2431,3461,1473,1112.0,593,488,400,1834,1938,8130,498.0,109.9,103.2,6.7,0.5,1.32,14.6,0.347,0.69,0.522,0.15,0.495,0.55,89.3,74.42,7397,0.551
2005-06,1610612743,Denver Nuggets,82,44,38,0.537,3986.0,3078,6672,0.461,350,1076,0.325,1721,2312,0.744,903,2486,3389,1921,1216.0,698,463,436,1863,1911,8227,19.0,104.4,104.1,0.3,0.624,1.58,17.6,0.3,0.682,0.494,0.154,0.488,0.535,94.9,79.08,7877,0.512
2005-06,1610612765,Detroit Pistons,82,64,18,0.78,3966.0,2983,6558,0.455,557,1451,0.384,1418,1950,0.727,975,2347,3322,1971,931.0,580,490,285,1513,1710,7941,547.0,109.3,101.7,7.6,0.661,2.12,18.9,0.317,0.68,0.497,0.128,0.497,0.535,87.98,73.31,7268,0.557
2005-06,1610612744,Golden State Warriors,82,34,48,0.415,3966.0,2939,6785,0.433,625,1832,0.341,1573,2190,0.718,980,2485,3465,1694,1156.0,604,356,409,1941,1918,8076,-111.0,103.5,104.9,-1.4,0.576,1.47,15.9,0.296,0.686,0.485,0.148,0.479,0.521,94.43,78.69,7800,0.475
2005-06,1610612745,Houston Rockets,82,34,48,0.415,3966.0,2708,6252,0.433,469,1414,0.332,1502,1980,0.759,849,2565,3414,1580,1193.0,588,320,373,1863,1716,7387,-130.0,100.4,102.1,-1.7,0.583,1.32,15.8,0.291,0.705,0.501,0.162,0.471,0.519,89.07,74.23,7358,0.49
2005-06,1610612754,Indiana Pacers,82,41,41,0.5,3946.0,2786,6274,0.444,536,1536,0.349,1591,2158,0.737,898,2559,3457,1631,1254.0,598,409,399,1821,1800,7699,155.0,103.1,101.0,2.0,0.585,1.3,16.0,0.304,0.699,0.506,0.168,0.487,0.533,90.85,75.71,7470,0.514
2005-06,1610612746,Los Angeles Clippers,82,47,35,0.573,3961.0,2993,6443,0.465,290,843,0.344,1694,2142,0.791,828,2704,3532,1708,1185.0,534,503,355,1872,1777,7970,129.0,103.8,102.2,1.6,0.571,1.44,16.5,0.286,0.719,0.513,0.154,0.487,0.54,92.99,77.49,7675,0.523
2005-06,1610612747,Los Angeles Lakers,82,45,37,0.549,3971.0,2992,6607,0.453,552,1583,0.349,1618,2172,0.745,970,2488,3458,1734,1143.0,628,350,354,1894,1925,8154,205.0,106.8,104.2,2.6,0.58,1.52,16.5,0.316,0.701,0.507,0.15,0.495,0.539,92.22,76.85,7632,0.518
2005-06,1610612763,Memphis Grizzlies,82,49,33,0.598,3971.0,2746,6125,0.448,590,1578,0.374,1476,2077,0.711,834,2379,3213,1586,1134.0,600,442,456,1757,1867,7558,303.0,104.5,100.4,4.1,0.578,1.4,16.1,0.298,0.69,0.496,0.157,0.496,0.537,87.39,72.83,7232,0.516
2005-06,1610612748,Miami Heat,82,52,30,0.634,3951.0,3039,6355,0.478,497,1441,0.345,1616,2310,0.7,858,2675,3533,1692,1186.0,522,442,298,1871,1938,8191,317.0,107.5,103.4,4.1,0.557,1.43,16.4,0.297,0.726,0.519,0.156,0.517,0.556,92.56,77.13,7622,0.538
2005-06,1610612749,Milwaukee Bucks,82,40,42,0.488,3971.0,2976,6566,0.453,507,1335,0.38,1561,2115,0.738,929,2448,3377,1769,1197.0,597,270,414,1902,1937,8020,-85.0,104.9,105.9,-1.0,0.594,1.48,16.8,0.309,0.713,0.507,0.157,0.492,0.535,92.45,77.04,7646,0.486
2005-06,1610612750,Minnesota Timberwolves,82,33,49,0.402,3971.0,2888,6340,0.456,310,942,0.329,1436,1895,0.758,811,2422,3233,1716,1189.0,559,471,374,1889,1736,7522,-154.0,101.5,103.5,-2.0,0.594,1.44,16.9,0.296,0.673,0.49,0.16,0.48,0.524,89.58,74.65,7409,0.503
2005-06,1610612751,New Jersey Nets,82,49,33,0.598,3956.0,2778,6317,0.44,477,1447,0.33,1658,2187,0.758,822,2539,3361,1884,1119.0,558,278,329,1903,1889,7691,112.0,102.4,100.9,1.5,0.678,1.68,18.2,0.274,0.73,0.501,0.149,0.478,0.528,91.17,75.98,7513,0.513
